Year,Semester,Class,Type,Section,Alma ID,Essay: Why I am here?
2021,Fall,PHYS 0232,--,6,1946,"I want to go into a stem field because it interests me a lot. The impact that any stem field makes on the world is huge and the variety of fields in STEM field is huge as well. There is a large amount of cutting edge research going on in every subfield of a STEM field and I would like to be one of the person to contribute to these fields. Working in a stem field is very satisfying, you feel very confident that you have used your skills to help the world in some way."
2021,Fall,PHYS 0232,--,6,1947,"I guess I have already gone into STEM! :) I am a returning student of nearly 3 decades as a professional software engineer. I have always enjoyed science and find it very interesting. learning how and why things function the way they do is incredibly fascinating. Being a software engineer i also have loved to build things. As my career progressed i have been able to build bigger and bigger systems and encounter new hurdles to overcome. the combination of problem solving, learning and building has been more than i could have ever hoped for in a career. I am lucky that what i want to do , people are prepared to pay good money for and i think that is the case for many STEM careers, so that does help as well. If i didnt' go into software engineering i think i would have liked to do something around physics as i have really enjoyed learning the concepts ( even though i find the math hard sometimes)"
2021,Fall,PHYS 0232,--,6,1948,There isn't really a single event that got me interested in the STEM field.  I remember seeing my highschool offering computer science classes and I decided to join the basic introductory class.  I fell in love with the material I learned thanks to the great teacher I had.  I continued to take the next couple of classes and from there I just sorta decided that Computer science would be my major as its something I actually enjoy to learn and work on.  In high school I even joined the Girls Who Code club to learn that there are very few women in computer science and I wanted to work and be part of changing this male dominated field into a more equal one.
2021,Fall,PHYS 0232,--,6,1949,"I chose to become a STEM major because I find technology to be very interesting. I am pursuing a BA in Computer Science in hopes of becoming a software developer. The first career that I was interested in before deciding to become a software developer was actually to be a video game creator. I thought that was really cool because it connected both my passion for gaming and my interest in technology. But I soon realized that, in my opinion, it does not contribute to the advancement of our society. I wanted to code something that would contribute to making society a better place or an easier place for people. And at the same time I can see that technology is becoming what is most prominent in society. Many things today require technology, and without software developers technology may even be obsolete. Technology is only as good as the software that is made of even the physical components that the device consists of. And again, because if the advancement in science, we are able to make better technology and do things that were not possible in the past. I want to be able to contribute to this as well in the future. I want to see a software that I helped develop being used in everyday life and say, that was me that coded that part of the software that does so and so. It will be a great feeling that one day I have someone to tell that to and I can be proud of it. Or maybe someone us using the software I developed in public and I can say, did you know that I helped make that software become a reality. It’s just crazy to me how much the world relies on technology now a days, even for the classes that I am taking right now. If it weren’t for the ability to chat online, it would make taking classes during the pandemic horrible, and may even cause the pandemic to become even worse if we were to have in person classes during this pandemic."
2021,Fall,PHYS 0232,--,6,1950,"The reason for which I want to go into the stem field is to help others. Ever since a young age i've dealt with skin problems: acne and rosacea. Because of my skin it has lead me to find a love and interest in the skin and how it functions. I've always been extremely self conscious about my skin and the issues I have with it so I want to go into the stem field, dermatology specifically to help people with the same issues and problems I've had. Being in the stem field you have to go into it being selfless and ready to learn and absorb from your understandings and I feel ready to do. The stem field greatly contributes the world innovations and I wanna be apart of it!"
2021,Fall,PHYS 0232,--,6,1951,"STEM fields have always held my interest, especially science. Growing up I always loved watching the discovery channel for all the cool things they would explore. While I always loved how attractive science can be, I wasn't IN love with it. No, I just liked what science allowed us to appreciate. I've come to realize, nothing so beautiful comes that easy. Something about math and hard sciences always made more sense than the ambiguity of language and history. Growing up glued to a computer screen, gave me the inspiration to pursue technology. Learning about how lucrative it all was made the choice a lot simpler. "
2021,Fall,PHYS 0232,--,6,1952,"I want to go into the stem field because I want to make a real difference in the world. I want to understand the earths physical components and use that knowledge to guide me to my success. Whether I'm trying to test something or make a new discovery, the stem field will help me get to where I want to go. I like the material that we learn in this field. I'm not one to read or write too much so math, physics, and any other stem class comes more naturally to me. The stuff we learn is also awesome and not boring. The possibilities in the stem field are endless. Ultimately, I would want to be an astronaut because I was always taught to shoot for the moon. But even if I don't become an astronaut in my life, I'll land somewhere amongst the stars. "
2021,Fall,PHYS 0232,--,6,1953,I've always had a passion for stem in specific mathematics as I've always shared this love-hate relationship where I hated how some problems got super hard but I also loved working through the problem and obtaining the answer and just the sheer relief of getting an answer. This is something I haven't felt in any other subject which is why I chose to go into this stem field. Over the past months I have grown to love Calculus in general as it has taught me fundamentals which are essential in everyday life like physics as well but the only thing is that I find physics really hard to grasp mainly because of the equations and trig that is involved but I hope to one day develop a love with physics as well as it is essential in engineering. The other reason I chose to go into a STEM field is because it is essential in our everyday life and is fundamental in understanding how the universe works.
2021,Fall,PHYS 0232,--,6,1954,The reason I want to go in the STEM field is that Science and Technology improves our lives and I want to be a part of that. Especially nowadays where Technology is ubiquitous around us. I think being involved into STEM makes me better suited and prepared for the future. I'm also interested in learning about the world around me and be able to explain everyday occurrences. Being in the STEM field would also help me train myself and become more analytical not just with STEM related topics but also in other fields. I've always been interested about Science and Technology ever since I was little and being able to contribute or be a part of it would be very exciting. 
2021,Fall,PHYS 0232,--,6,1955,"I want to go into the STEM field because I have always had an interest in how the world works. I always liked doing science fair projects as a kid and going to tech museums during school field trips. I also always loved computers and wanted to learn programming. Later on, I plan on going into software development. This field also generally has good pay and that was also a big part of my decision on what I was going to do. It helps that I actually enjoy these classes. If I'm going to spend half my life doing something, I want to be able to enjoy it. "
2021,Fall,PHYS 0232,--,6,1956,"Why do I want to get into the STEM field? As a young kid I grew up within a family of technicians, and I have always been drawn to machines, but more specifically into cars. There was always that feeling of excitement and curiosity that I’ve had every time I would hear or see a car with aftermarket modifications on it. As years went by I knew I wanted my career to revolve around the things that brought me satisfaction and excitement, cars. My goal after high school was to become a mechanic just like my dad and grandpa, but my counselors found an even better alternative for me. That alternative was for me to major in mechanical or electrical engineering. With a bachelor’s in either field of study would help solidify a career within the automotive industry. Being the in the STEM field not only helps me get a career that I want, but it helps me test my knowledge, skills, and my critical thinking. It has been a challenge so far, but I think I’m starting to get the hang of things which makes me feel like I’m on the right path with my major."
2021,Fall,PHYS 0232,--,6,1957,I want to go into the STEM field because I'm interested in Engineering and Science. I want to know what Science and Engineering is like in the STEM field and how it has an impact in life. I feel that being in the STEM field would be good for me as I'll be able to learn more about Science and Engineering. 
2021,Fall,PHYS 0232,--,6,1958,"My fascination with computers really started back when I was in middle school. My mom worked at the school that I attended, and the school was upgrading their computer systems. Since they had no need for the old, antiquated computers, they gave away the old ones to some of the staff that wanted them. When my mom brought home the computer, and I watched it boot up, I was instantly awestruck. This was a really old computer. One of those ones that had lines of code flashing on the screen while it started up. I used to pretend I was a hacker while the lines of code went by. As I grew older, that memory really stuck with me, and I inevitably began to dabble with python 2.0 as my first language. I’m someone who loves different kinds of puzzles, and software development is really just one really big puzzle. So naturally I fell in love with it, and I have been deadest on making a career of it ever since."
2021,Fall,PHYS 0232,--,6,1959,"I want to go into the stem field for a multitude of reasons. Some of them are practical, some of them fall in line with my direct interest as a tech hobbyist. I am a major in computer science with an acquired taste for IT and software. My dad was very interested as a computer science major back in the 90's but was never able to finish his degree due to various extenuating circumstances that removed him from college. Now I feel as though I am able to finish what he had started and become a software engineer. I enjoy the process of creating code and breaking down complex problems into simple and effective solutions. I try to apply my philosophy degree to the field of software by thinking intellectually about what I need to do and create. I always enjoyed physics and would rather take this class over any other stem class available, especially with the professor I have right now."
