Year,Semester,Class,Type,Section,Alma ID,Essay: Why I am here?
2020,Fall,PHYS 0112,--,4,1338,"I am here because it is a requirement for taking the Physics-111 course. I took the Physics-111 course because I had to take a physical science, and I actually like physics, while I absolutely hate chemistry. As for why I chose a class so early in the morning, i think that is a question for past me who thought that forcing himself to wake up early everyday was a good idea. That's the practical reason for why I'm here, as for the educational reason why I'm here, it's to cover the parts of physics that are better learned with real examples, rather than lecture."
2020,Fall,PHYS 0112,--,4,1339,"Physic has always been the one subject I find so interesting and yet I have always been avoiding taking in, since it was not a needed course for my previous major. When switching from a nursing major to a microbiology major, I find myself needed to take a physic course. Physic 111 and physic 112 are my first ever actual physic class. I’m here to learn what I’ve been trying to avoid learning, but enjoy it so far. I love seeing how things I learned in trigonometry and calculus applied more to the physic aspect and how it is relevant to our everyday situations. I’m specifically in this class because, first, I enjoy the atmosphere that the professor provides to the class and second, to apply the physic concepts to a demonstrative aspect. Today, I am here to discuss about vectors in 1 dimension and 2 dimensions. Although vectors are briefly mentioned in my previous math classes, the concept of it still help me understand this physic aspect of it."
2020,Fall,PHYS 0112,--,4,1340,"Why am I here? Not necessarily sure. But if I had to give an answer I would most likely say it is for my future and to make my parents proud of me for achieving a goal, especially within the science category. I am originally from San Diego (SoCal) but decided to go to San Francisco State not only to be in one of the most beautiful cities in California but because I love the energy and environment San Francisco offers. I love that I can be independent and away from home that teaches me life lessons and not to rely on my parents for everything so it gives me a sense of responsibility and responsibility. Also because I love the cold weather ;D"
2020,Fall,PHYS 0112,--,4,1341,"A huge part to why I am here is because I need this class for my undergrad to be completely honest. I need because it's required or else I wouldn't be in this particular class. But I am here because I want to be here, I believe that a huge part of achieving a higher is that you want to be here, you want to be in a University. I like to believe that people are here to achieve a higher education and aren't here forcefully, whats the point in doing something that you're forced to do or dont want to do. Im here because I want to be in a university, I want to be here because I want to get my undergrad. But at the end of the day im in this class because I need to be here, but I'm in the university because I want to be in higher education. "
2020,Fall,PHYS 0112,--,4,1342,I am in this course because it is a required course. I made a choice to continue my education after high school. I am here because I want to be here as I create the life I want to live. Physics can be confusing at times but I enjoy the math part of it for the most part. I am also here to further my education so I can work in the medical industry. I enjoy helping and taking care of others. Growing up I helped my mom care for herself as she battled cancer and helping seemed so natural to me. My goal in life is to ensure I live a life my mom would be proud of. 
2020,Fall,PHYS 0112,--,4,1343,"I am here to learn about physics. When going into a career where science is involved I think it is very important to know every bit of science, including physics. Although physics is a mixture of science and math I think it'll come in handy for the future. This lab is here to help me grow my knowledge which will also help me in my future school years because I will have to take more physics class due to my major. Although it is a little confusing as of now I have faith that it'll get easier through out the semester. "
2020,Fall,PHYS 0112,--,4,1344,"I am in this class to fulfill my general education area. After the first lecture, however, I thought this class is the one that it has a lot of connections to our real life and that is helpful to understand how things work in life. I want to learn a lot of things by the end of this course until the point where I can use the context I learned at some point in real life. I hope learning physics can help me to do better in stats because I am a statistics major and I believe physics is related to any kind of source that we are exposed to. Lastly, I want to further my education and broaden my perspective to the world. "
2020,Fall,PHYS 0112,--,4,1345,"Today, I'm here as a fourth year senior trying to graduate on spring. Taking this class because I need to meet SFSU Kin major requirement and also my DPT program requirements. Sitting here in my desk doing a physics lab online is something I never though about and never thought I would do this. I didn't know if science labs are ok to do in online. But here we are doing the lab online.Due to COVID that we never expected, I'm sitting here in my  room taking class online because all of the campuses are closed due to the virus. I'm sitting here thinking that when we will go back to normal and able to go to class at campus, and hang out with friends without bring worried about the virus that is going around.   Im here to finish the lab today and get the assignment done for this class. Trying to be successful during this class so that I could take physics 2 and finish my requirements. "
2020,Fall,PHYS 0112,--,4,1346,"I'm here because this is the requirement. Honestly, i'm not good at studying Physics. So i think it is also a good way to help me understand how things work. It also helps me to express my creativity. . "
2020,Fall,PHYS 0112,--,4,1347,"I""m at SFSU because I love the opportunities that the city offers and the diverseness as well. I am a biology major because science has always been my favorite subject. I want to get into medicine whether that be an MD, midwife, or any other higher-level job. As a biology major one of the requirements is Physics. I have been worried to take this class as Physics is always regarded as one the harder subjects you can take. Now that I have math done it is the only subject that I am worried about not being able to understand. Because of these worries, I will go above and beyond to ensure that my knowledge of these concepts is strong before attempting to learn a new one. As the knowledge I learn in this class will completely determine how well I do in the next Physics course. Having a good understanding of Physics will also help me in my biology career as they share many of the same aspects."
