sentence,phrase,tokens,bio_sim_words,chem_sim_words,phy_sim_words,math_sim_words,tech_sim_words,eng_sim_words,medical_terms,polarity,subjectivity,ner,interjections,nouns,adverb,verb,determiner,pronoun,adjective,preposition,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,embedding_35,embedding_36,embedding_37,embedding_38,embedding_39,embedding_40,embedding_41,embedding_42,embedding_43,embedding_44,embedding_45,embedding_46,embedding_47,embedding_48,embedding_49,embedding_50,embedding_51,embedding_52,embedding_53,embedding_54,embedding_55,embedding_56,embedding_57,embedding_58,embedding_59,embedding_60,embedding_61,embedding_62,embedding_63,embedding_64,embedding_65,embedding_66,embedding_67,embedding_68,embedding_69,embedding_70,embedding_71,embedding_72,embedding_73,embedding_74,embedding_75,embedding_76,embedding_77,embedding_78,embedding_79,embedding_80,embedding_81,embedding_82,embedding_83,embedding_84,embedding_85,embedding_86,embedding_87,embedding_88,embedding_89,embedding_90,embedding_91,embedding_92,embedding_93,embedding_94,embedding_95,embedding_96,embedding_97,embedding_98,embedding_99,able,actually,college,course,effort,excited,field,finish,help,high,im,learn,life,love,make,need,new,physics,place,purpose,school,sf,state,study,successful,things,thought,want,wanted,wasnt,work
why am i here?i am here because i wanted a significant change in my life.,"['I am here because I wanted a significant change in my life.', 'To get a better and broader perspective of life.']","['why', 'am', 'i', 'here', '?', 'i', 'am', 'here', 'because', 'i', 'wanted', 'a', 'significant', 'change', 'in', 'my', 'life', '.']",0,0,0,0,0,0,0,0.375,0.875,0,0,5,2,1,1,0,1,2,-0.27189064025878906,0.18552227318286896,0.10776928812265396,0.08956722915172577,0.10862687230110168,-0.3771563768386841,0.23129108548164368,0.3939194977283478,-0.19971086084842682,-0.19126111268997192,0.24769623577594757,-0.32382696866989136,-0.08241888135671616,0.206811785697937,0.06891161948442459,0.08973764628171921,0.19737586379051208,-0.1485212743282318,-0.18549960851669312,-0.6071803569793701,-0.024378381669521332,0.04498151317238808,0.3990998864173889,-0.1574513018131256,-0.028759369626641273,0.07573364675045013,-0.20128299295902252,-0.05335819721221924,-0.2073112428188324,0.051171090453863144,0.40262752771377563,0.0009936820715665817,0.46250298619270325,-0.2536250650882721,0.15041989088058472,0.4325844645500183,0.16601547598838806,0.0788692981004715,0.0010960167273879051,-0.3084861636161804,0.15880151093006134,-0.06877037137746811,-0.05708487331867218,-0.08389704674482346,0.12355424463748932,-0.0268210731446743,-0.23951099812984467,0.19262191653251648,0.14107266068458557,0.18384236097335815,0.0683087483048439,-0.052981119602918625,-0.07337228208780289,-0.0329914428293705,0.027402138337492943,0.23440313339233398,0.13065692782402039,-0.004914869554340839,-0.11938348412513733,0.10866537690162659,0.04293748736381531,-0.10931665450334549,0.18752630054950714,0.19867509603500366,-0.020569398999214172,0.350033700466156,0.2282853126525879,0.2251555621623993,-0.28324323892593384,0.237821564078331,0.01500169187784195,0.21345475316047668,0.05648654326796532,0.07759039103984833,0.5970985293388367,-0.13997891545295715,0.055018793791532516,0.0023789298720657825,0.06390844285488129,-0.2453814297914505,-0.34410059452056885,0.1328524798154831,-0.004384738393127918,0.12376493960618973,-0.35869234800338745,-0.011435525491833687,0.32787737250328064,-0.057433392852544785,0.1763630360364914,-0.010738898068666458,0.49914389848709106,0.2884988486766815,0.011441650800406933,0.029043875634670258,0.19064238667488098,-0.05023997277021408,0.25300273299217224,-0.1343616545200348,-0.05275201052427292,0.14848113059997559,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
im here beside i want to graduate and make an impact on peoples lives with an inspirational movie or an iconic quote that i come up with.,"['I want to get a job in the film industry. Im not really sure what part of it though. I was thinking a director, editor, or producer.']","['im', 'here', 'beside', 'i', 'want', 'to', 'graduate', 'and', 'make', 'an', 'impact', 'on', 'peoples', 'lives', 'with', 'an', 'inspirational', 'movie', 'or', 'an', 'iconic', 'quote', 'that', 'i', 'come', 'up', 'with', '.']",0,0,0,0,0,0,0,0.5,0.75,0,0,6,2,2,3,0,3,4,-0.16529710590839386,0.18736305832862854,0.07521408796310425,0.051687631756067276,0.11989493668079376,-0.36708855628967285,0.16684311628341675,0.4123026430606842,-0.17158876359462738,-0.16953551769256592,0.13490591943264008,-0.27434608340263367,-0.02168516255915165,0.15283963084220886,0.05772189423441887,0.012465973384678364,0.14356037974357605,-0.15264807641506195,-0.09401357918977737,-0.4333988130092621,0.0025721814017742872,-0.02012275718152523,0.21821986138820648,-0.024840649217367172,-0.0675145611166954,0.08460719138383865,-0.15793417394161224,0.023693181574344635,-0.12766896188259125,0.05207595229148865,0.3312648832798004,0.04821986332535744,0.2605195939540863,-0.1768854409456253,0.06026427447795868,0.2620610296726227,0.12204266339540482,-0.0011852304451167583,-0.07492648810148239,-0.23806077241897583,0.07675303518772125,-0.05516158044338226,-0.02947947569191456,-0.05209262669086456,0.07552529126405716,-0.015929846093058586,-0.13852907717227936,0.0838906392455101,0.1005883514881134,0.1365775167942047,0.006187075283378363,-0.03381825610995293,-0.10623640567064285,-0.0702090933918953,-0.020067378878593445,0.1529613584280014,0.10654714703559875,0.08361010253429413,-0.1259646713733673,0.12969662249088287,0.004615752957761288,-0.0844220221042633,0.12067236006259918,0.13527071475982666,-0.1496250480413437,0.2781394124031067,0.2505590617656708,0.11855822801589966,-0.23968200385570526,0.2702047824859619,0.005517627578228712,0.13677115738391876,0.12039724737405777,-0.017070723697543144,0.3747046887874603,-0.13096259534358978,-0.01892411895096302,0.06076676771044731,-0.025750895962119102,-0.14852425456047058,-0.2496825009584427,0.07596970349550247,-0.06563431024551392,0.06808529049158096,-0.22064520418643951,-0.011203579604625702,0.23833131790161133,0.07309819757938385,0.22330297529697418,-0.04648105427622795,0.37180349230766296,0.16603605449199677,0.023100117221474648,0.057493314146995544,0.14209124445915222,-0.06129820644855499,0.2587974965572357,-0.11798573285341263,-0.04466535151004791,0.11297690123319626,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"looking back at my initial purpose, now i think i'm here because i want to study, and that i actually like to learn more about physics and its application in every day life.","[""Looking back at my initial purpose, now I think I'm here because I want to study, and that I actually like to learn more about Physics and its application in every day life.""]","['looking', 'back', 'at', 'my', 'initial', 'purpose', ',', 'now', 'i', 'think', 'i', ""'m"", 'here', 'because', 'i', 'want', 'to', 'study', ',', 'and', 'that', 'i', 'actually', 'like', 'to', 'learn', 'more', 'about', 'physics', 'and', 'its', 'application', 'in', 'every', 'day', 'life', '.']",1,1,0,1,1,1,0,0.125,0.15,0,0,6,4,3,1,0,3,6,-0.2391950786113739,0.1606866866350174,0.08619767427444458,0.07029514014720917,0.09584807604551315,-0.35876768827438354,0.20878514647483826,0.46140724420547485,-0.202500119805336,-0.2544437050819397,0.14985902607440948,-0.34907206892967224,-0.051819808781147,0.21750608086585999,0.056635402143001556,-0.01641308329999447,0.15192274749279022,-0.19889451563358307,-0.15854212641716003,-0.5481842160224915,-0.042839303612709045,-0.03563800826668739,0.2680761516094208,-0.12211643904447556,-0.022074751555919647,0.0325179398059845,-0.23222313821315765,0.037379052489995956,-0.14566808938980103,0.04928755760192871,0.33897116780281067,0.023966548964381218,0.3365768790245056,-0.202555313706398,0.05188669264316559,0.35129794478416443,0.20090751349925995,0.03325384110212326,-0.0622088722884655,-0.2532172203063965,0.08769049495458603,-0.07090319693088531,-0.053716905415058136,-0.06351338326931,0.1320173591375351,0.015366971492767334,-0.1672705113887787,0.10103319585323334,0.12509505450725555,0.22083625197410583,0.03416023030877113,-0.08191825449466705,-0.08763454854488373,-0.021651383489370346,0.026933958753943443,0.20069152116775513,0.13141685724258423,0.048134397715330124,-0.12233114242553711,0.15235291421413422,0.0730251893401146,-0.058143507689237595,0.1349305659532547,0.150717630982399,-0.07833574712276459,0.29947227239608765,0.20131447911262512,0.20818084478378296,-0.23766086995601654,0.2740945518016815,0.07470829784870148,0.22355911135673523,0.18149292469024658,0.03580954670906067,0.4864366054534912,-0.17252130806446075,0.04395390674471855,0.02219310961663723,0.027977166697382927,-0.21944858133792877,-0.3078312873840332,0.12057776749134064,-0.10969620198011398,0.09204438328742981,-0.2797721028327942,-0.08026757836341858,0.2707692086696625,0.05553638935089111,0.19791850447654724,-0.029810935258865356,0.4648023545742035,0.2370801866054535,-0.026094984263181686,0.03441529721021652,0.23652894794940948,-0.010093801654875278,0.2275419682264328,-0.12866108119487762,-0.06408947706222534,0.10457417368888855,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"i am here to also make myself feel good and proud of myself for being able to handle multiple things at once such as commuting, school, work, and personal things.","['I am here at SFSU in order to obtain my bachelors of science degree in Biology with a concentration of physiology. I want to become an OBGYN because I like learning about pregnancy, womens health, etc. I am here to also make myself feel good and proud of myself for being able to handle multiple things at once such as commuting, school, work, and personal things. I am also here at SFSU to join a lab because I am a part of the Genentech Foundation Scholarship Program hoping to make connections and be able to go to medical school after undergrad.']","['i', 'am', 'here', 'to', 'also', 'make', 'myself', 'feel', 'good', 'and', 'proud', 'of', 'myself', 'for', 'being', 'able', 'to', 'handle', 'multiple', 'things', 'at', 'once', 'such', 'as', 'commuting', ',', 'school', ',', 'work', ',', 'and', 'personal', 'things', '.']",0,0,0,0,0,0,0,0.3333333333333333,0.5041666666666667,0,0,8,3,4,0,1,5,4,-0.1750306636095047,0.18922236561775208,0.05878769978880882,0.04864410683512688,0.10191215574741364,-0.3872985243797302,0.20313559472560883,0.44647058844566345,-0.18711017072200775,-0.224167600274086,0.1560005247592926,-0.33827704191207886,0.00140149996150285,0.18549402058124542,0.05969690904021263,-0.005172810982912779,0.14832554757595062,-0.21181195974349976,-0.10990156978368759,-0.5072845816612244,-0.04180150106549263,-0.06989036500453949,0.2313717156648636,-0.0935635194182396,-0.06601990014314651,0.0897255465388298,-0.21354979276657104,0.026968341320753098,-0.11992920190095901,0.043314456939697266,0.4208608865737915,0.050047144293785095,0.2968631684780121,-0.18649029731750488,0.0419226735830307,0.3220369517803192,0.1493099480867386,0.01656845025718212,-0.09042203426361084,-0.24019183218479156,0.08973005414009094,-0.08955864608287811,-0.02420114353299141,-0.08180519938468933,0.1102389320731163,-0.005996319931000471,-0.14529410004615784,0.06928272545337677,0.10409729182720184,0.15272845327854156,-0.006198375020176172,-0.04035825654864311,-0.09404769539833069,-0.04822492226958275,-0.0041031623259186745,0.15853019058704376,0.1197521910071373,0.08328521251678467,-0.1412215679883957,0.10872528702020645,0.052361782640218735,-0.11486313492059708,0.14191119372844696,0.1548488438129425,-0.1518523097038269,0.29635751247406006,0.2635978162288666,0.12440266460180283,-0.23647259175777435,0.2614351212978363,0.04925055429339409,0.16530537605285645,0.13803771138191223,0.02901284769177437,0.38594749569892883,-0.1459285318851471,-0.016170671209692955,0.052295438945293427,-0.00603858707472682,-0.15126237273216248,-0.2825130522251129,0.08677717298269272,-0.08409027755260468,0.06198006495833397,-0.20396995544433594,-0.07392363995313644,0.2997867166996002,0.11354771256446838,0.20884686708450317,-0.04515755549073219,0.3941997289657593,0.2126924842596054,-0.008484361693263054,0.011300130747258663,0.15995976328849792,-0.04566895216703415,0.24520662426948547,-0.11001788824796677,-0.05646556615829468,0.10894922912120819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1
i took a physics course in high school and it wasnt as hard as i thought.,['I want to get my bachelors in Child and Adolescent Development.'],"['i', 'took', 'a', 'physics', 'course', 'in', 'high', 'school', 'and', 'it', 'wasnt', 'as', 'hard', 'as', 'i', 'thought', '.']",1,1,0,1,0,0,0,-0.06583333333333334,0.5408333333333333,0,0,4,1,2,1,1,4,2,-0.1361902356147766,0.09981710463762283,0.11959124356508255,0.10473655164241791,-0.01938423328101635,-0.3607785701751709,0.24276182055473328,0.5500211715698242,-0.21886396408081055,-0.25560954213142395,0.1376219093799591,-0.4301017224788666,-0.0163450725376606,0.2966596782207489,-0.09961181879043579,-0.0662807747721672,0.21398912370204926,-0.10138948261737823,-0.0909309908747673,-0.5055702328681946,-0.010982351377606392,-0.14577819406986237,0.15851107239723206,0.0012649958953261375,-0.10598573088645935,-0.0007645017467439175,-0.16690672934055328,0.0559660941362381,-0.21881535649299622,0.01596681959927082,0.24892117083072662,-0.021457064896821976,0.3508056700229645,-0.25022369623184204,0.011580327525734901,0.2776849865913391,0.16047440469264984,-0.09293513000011444,-0.004750436171889305,-0.20083370804786682,0.16764120757579803,-0.15374977886676788,-0.031717970967292786,-0.0027262642979621887,0.16669484972953796,-0.026037558913230896,-0.16286924481391907,-0.0005629885708913207,0.03769363462924957,0.23197616636753082,0.10136037319898605,-0.1597966104745865,-0.023774901404976845,-0.03654513880610466,0.04226723313331604,0.1615447700023651,0.09330356121063232,0.03476846218109131,-0.13022442162036896,0.04483184963464737,0.0028715268708765507,-0.09625234454870224,0.018186885863542557,0.15035371482372284,-0.0997668206691742,0.3074862062931061,0.1446104496717453,0.3219143748283386,-0.24278710782527924,0.18039490282535553,0.048985715955495834,0.2446674257516861,0.15843713283538818,-0.03389076888561249,0.5614861845970154,0.0324464812874794,0.02949424274265766,0.09607914835214615,0.004225485492497683,-0.13857294619083405,-0.32700684666633606,0.1563027948141098,-0.052717406302690506,0.23065431416034698,-0.31750553846359253,0.005851742345839739,0.257398396730423,0.04670977592468262,0.21160483360290527,0.03133128583431244,0.4499783515930176,0.24642732739448547,-0.03362754359841347,0.04967072233557701,0.23433427512645721,-0.010966201312839985,0.21531006693840027,-0.010310042649507523,0.03277464210987091,0.16326135396957397,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
my main goal in college is to be successful in whatever it is that i decide to do because it is only my first year and who knows where life will take me.,"['My main goal in college is to be successful in whatever it is that I decide to do because it is only my first year and who knows where life will take me. So basically, I am really excited for my college journey.']","['my', 'main', 'goal', 'in', 'college', 'is', 'to', 'be', 'successful', 'in', 'whatever', 'it', 'is', 'that', 'i', 'decide', 'to', 'do', 'because', 'it', 'is', 'only', 'my', 'first', 'year', 'and', 'who', 'knows', 'where', 'life', 'will', 'take', 'me', '.']",0,0,0,0,0,0,0,0.29166666666666663,0.6541666666666667,0,0,5,1,3,0,3,4,4,-0.09539417922496796,0.18505549430847168,0.13757626712322235,0.060493167489767075,0.12599875032901764,-0.4190751016139984,0.23300620913505554,0.5215790867805481,-0.19595219194889069,-0.26595479249954224,0.20678040385246277,-0.3634724020957947,-0.026112955063581467,0.184702068567276,0.06506185978651047,0.027804523706436157,0.22278161346912384,-0.1184845119714737,-0.09874977916479111,-0.5019461512565613,-0.04150242358446121,-0.07713950425386429,0.264645516872406,-0.08335921913385391,-0.13500353693962097,0.055204685777425766,-0.21104441583156586,0.029978368431329727,-0.1423678994178772,0.08544962853193283,0.2971785068511963,7.165378337958828e-05,0.37178611755371094,-0.22436758875846863,0.06160026043653488,0.3068476617336273,0.1338672637939453,-0.014020823873579502,-0.07405801862478256,-0.25406450033187866,0.11114797741174698,-0.059745315462350845,-0.04193844646215439,0.0025973268784582615,0.12042351812124252,0.004273873288184404,-0.19041402637958527,0.04967218637466431,0.06444407254457474,0.21998393535614014,0.015120540745556355,-0.10025699436664581,-0.08595152944326401,-0.0626152828335762,-0.013119042851030827,0.1731107234954834,0.07756385952234268,0.06498990207910538,-0.05866363272070885,0.11634152382612228,0.001785344909876585,-0.11973853409290314,0.12312518060207367,0.16526207327842712,-0.09480719268321991,0.3732864558696747,0.21515177190303802,0.17391027510166168,-0.29164236783981323,0.2323407679796219,0.012704413384199142,0.18241503834724426,0.18222028017044067,0.036231692880392075,0.5079452991485596,-0.13538682460784912,0.024062862619757652,0.034342944622039795,-0.030470117926597595,-0.203657329082489,-0.28498727083206177,0.14028716087341309,-0.09746537357568741,0.08908027410507202,-0.2649591863155365,-0.03848453238606453,0.29043540358543396,0.015771854668855667,0.17846669256687164,-0.09013398736715317,0.43437373638153076,0.18377040326595306,-0.03866325691342354,0.07702717185020447,0.20359337329864502,-0.06178726628422737,0.28330036997795105,-0.09956585615873337,-0.014442252926528454,0.09766638278961182,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"thus, i am hopeful that i can exercise that hypothesis.","['Additionally, I am hopeful that learning from classmates that are of more senior standing than myself could give me some insight on some of the teachers to target or avoid, and answer some of the other questions I have about my future endeavors.']","['thus', ',', 'i', 'am', 'hopeful', 'that', 'i', 'can', 'exercise', 'that', 'hypothesis', '.']",0,0,0,0,0,0,0,0.0,0.0,0,0,2,1,1,1,0,2,1,-0.21735985577106476,0.1431804597377777,0.13926291465759277,0.11052963882684708,0.06371226161718369,-0.3445950150489807,0.24165278673171997,0.444128155708313,-0.21594007313251495,-0.1905471682548523,0.18381522595882416,-0.3514711558818817,-0.05548481270670891,0.1889084130525589,0.05141959339380264,-0.01403296459466219,0.19726982712745667,-0.23880738019943237,-0.13187265396118164,-0.545823335647583,-0.037677355110645294,0.00282188318669796,0.2653249502182007,-0.14084886014461517,-0.036688804626464844,0.014250081032514572,-0.2403867393732071,0.05608987435698509,-0.17835238575935364,0.04256334528326988,0.3598024845123291,-0.035439636558294296,0.3955814242362976,-0.15212348103523254,0.08768464624881744,0.292156845331192,0.15716896951198578,0.05876658856868744,-0.006298628635704517,-0.2213546335697174,0.06422469764947891,-0.04401716962456703,-0.055693816393613815,-0.11242517083883286,0.09034323692321777,0.01663186401128769,-0.1996476948261261,0.14761954545974731,0.06582292914390564,0.25873225927352905,0.018553171306848526,-0.06630032509565353,-0.04766296595335007,-0.013504310511052608,0.04578356072306633,0.21148432791233063,0.1504240334033966,0.031114017590880394,-0.08411376923322678,0.14775921404361725,0.008256305940449238,-0.04702470451593399,0.09643976390361786,0.18749096989631653,-0.07614888995885849,0.37487614154815674,0.1968006044626236,0.20011311769485474,-0.32963234186172485,0.2607968747615814,0.040704913437366486,0.22366267442703247,0.1589295119047165,-0.05988398194313049,0.5388853549957275,-0.17729993164539337,0.026080410927534103,0.02078489400446415,0.012538537383079529,-0.2633889615535736,-0.34123772382736206,0.14201991260051727,-0.05543772131204605,0.1628442257642746,-0.29098641872406006,-0.013265823014080524,0.2492808997631073,0.029463987797498703,0.2054499089717865,0.0069413697347044945,0.40279024839401245,0.17917799949645996,-0.04133286327123642,-0.0008729761466383934,0.28304746747016907,-0.0411323606967926,0.2515748143196106,-0.06413774192333221,-0.006545627024024725,0.10204102843999863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
my brother didnt go to college and my parents didnt either as they are immigrants from nicaragua.,['I want to be a cardiothoracic surgeon.'],"['my', 'brother', 'didnt', 'go', 'to', 'college', 'and', 'my', 'parents', 'didnt', 'either', 'as', 'they', 'are', 'immigrants', 'from', 'nicaragua', '.']",0,0,0,0,0,0,0,0.0,0.0,0,0,6,1,0,0,1,0,2,-0.08058498054742813,0.17714640498161316,0.10832270979881287,0.022155966609716415,0.12228908389806747,-0.3766334056854248,0.19349506497383118,0.48000627756118774,-0.16562160849571228,-0.18614444136619568,0.148605078458786,-0.29950785636901855,-0.024948477745056152,0.15224595367908478,0.011426478624343872,0.04863166809082031,0.1896054893732071,-0.1674005687236786,-0.09355951845645905,-0.4295749366283417,-0.0029506641440093517,-0.0852026492357254,0.2025919407606125,-0.06360548734664917,-0.1480916440486908,0.08753764629364014,-0.13193921744823456,-0.009573535062372684,-0.09781058877706528,0.031502824276685715,0.37636324763298035,0.06205097958445549,0.2701142430305481,-0.17587226629257202,0.025453627109527588,0.2874000668525696,0.08645714819431305,-0.06635788828134537,-0.121101975440979,-0.2542819678783417,0.08203303813934326,-0.06789318472146988,0.008300104178488255,-0.07579030841588974,0.11947543174028397,-0.003551708534359932,-0.160720095038414,0.00047414982691407204,0.03288835659623146,0.12082494050264359,-0.035120654851198196,-0.02475544437766075,-0.14211109280586243,-0.05969615653157234,-0.03210217133164406,0.10994132608175278,0.07970502227544785,0.0762716755270958,-0.13381606340408325,0.06933503597974777,0.011702137067914009,-0.07401431351900101,0.11271251738071442,0.1082744374871254,-0.21711598336696625,0.28737279772758484,0.2795427739620209,0.04554000869393349,-0.2327764928340912,0.27036046981811523,-0.021837329491972923,0.11884000152349472,0.1314258575439453,0.034793637692928314,0.3840453624725342,-0.1357443928718567,-0.020308079198002815,0.08635304123163223,-0.07504391670227051,-0.07009703665971756,-0.23363929986953735,0.07691314816474915,-0.08599641919136047,0.10457341372966766,-0.17405129969120026,-0.03229893743991852,0.2591344118118286,0.12142573297023773,0.18964195251464844,-0.04034437984228134,0.3261282742023468,0.16936828196048737,0.007912131026387215,0.04458117485046387,0.13656172156333923,-0.06705647706985474,0.2197345495223999,-0.11504283547401428,-0.027002472430467606,0.1293136328458786,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the reason why i want to go into the stem field is because it's a place where i can potentially help improve the world through the engineering aspects.,"[""The reason why I want to go into the STEM field is because it's a place where I can potentially help improve the world through the engineering aspects. So for me, that would allow me to be part of the workforce and be able to find a job in this area. I want to be part of the new young generation of engineers going into the industry with new ideas and better technology usage to improve how fast a project can be completed.""]","['the', 'reason', 'why', 'i', 'want', 'to', 'go', 'into', 'the', 'stem', 'field', 'is', 'because', 'it', ""'s"", 'a', 'place', 'where', 'i', 'can', 'potentially', 'help', 'improve', 'the', 'world', 'through', 'the', 'engineering', 'aspects', '.']",0,0,0,0,1,1,0,0.0,1.0,0,0,9,1,3,5,1,0,3,-0.17634136974811554,0.1899263560771942,0.08933736383914948,0.03549126908183098,0.1448485553264618,-0.3892959654331207,0.1968611180782318,0.46553587913513184,-0.20999620854854584,-0.21784842014312744,0.15953531861305237,-0.33985036611557007,-0.02399403788149357,0.21916310489177704,0.0713018998503685,-0.017084451392292976,0.15962739288806915,-0.1662258356809616,-0.12060611695051193,-0.5276914238929749,-0.06255071610212326,-0.044667355716228485,0.2685082256793976,-0.1310693621635437,-0.04237620159983635,0.05734727159142494,-0.20207209885120392,0.030543474480509758,-0.17750170826911926,0.07801878452301025,0.3386459946632385,0.0026023800019174814,0.33418944478034973,-0.20694652199745178,0.05377225950360298,0.334256649017334,0.1126626506447792,0.02666008099913597,-0.058288123458623886,-0.27290183305740356,0.09683800488710403,-0.09530174732208252,-0.05650058388710022,-0.04077816382050514,0.12164781242609024,0.002747956430539489,-0.17405812442302704,0.0926523208618164,0.08444897830486298,0.19727972149848938,0.05238549783825874,-0.08185255527496338,-0.06890029460191727,-0.07111211866140366,-0.015541876666247845,0.15831628441810608,0.07877203077077866,0.03940993547439575,-0.09488750249147415,0.11335944384336472,0.05465564504265785,-0.1349814236164093,0.14665699005126953,0.15742047131061554,-0.07765139639377594,0.35331860184669495,0.2382548749446869,0.18303632736206055,-0.287928968667984,0.2742976248264313,0.04390502721071243,0.1986299604177475,0.15097825229167938,0.048494283109903336,0.47529157996177673,-0.12413996458053589,0.025280360132455826,0.016455544158816338,0.010873600840568542,-0.19058410823345184,-0.28401073813438416,0.0960564985871315,-0.11940819025039673,0.08333597332239151,-0.25323235988616943,-0.06605953723192215,0.2700033485889435,0.02909279242157936,0.20929758250713348,-0.04087970033288002,0.4111177325248718,0.2157886028289795,-0.0019407474901527166,0.00985109992325306,0.23602153360843658,-0.06303517520427704,0.30417606234550476,-0.11310159415006638,-0.017697596922516823,0.08901830017566681,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"but regardless, i need the credits to pass and continue my path in college and in life while also gaining new knowledge that would otherwise help in everyday.","['I am prekin and need to take physics in order to finish off my prerequisites and make sure I do get accepted by the Kinesiology Association. But if I could think of another reason as to why I am here in a Kinesiology Lab taking the lecture as well, spending 4 days a week learning physics, it would be to understand how things in this world work and they interact with each other.']","['but', 'regardless', ',', 'i', 'need', 'the', 'credits', 'to', 'pass', 'and', 'continue', 'my', 'path', 'in', 'college', 'and', 'in', 'life', 'while', 'also', 'gaining', 'new', 'knowledge', 'that', 'would', 'otherwise', 'help', 'in', 'everyday', '.']",0,0,0,0,0,0,0,-0.03181818181818183,0.5272727272727272,0,0,7,2,4,1,0,2,4,-0.16660620272159576,0.17102989554405212,0.07941649109125137,-0.0009942821925505996,0.13994160294532776,-0.38933688402175903,0.20673319697380066,0.5186981558799744,-0.179733544588089,-0.28189459443092346,0.12306028604507446,-0.31787580251693726,-0.019895823672413826,0.21789991855621338,0.05678681284189224,-0.038266874849796295,0.18517906963825226,-0.17146123945713043,-0.1017623171210289,-0.49392420053482056,-0.028709769248962402,-0.08121389895677567,0.24509739875793457,-0.05867220088839531,-0.08910394459962845,0.05562569946050644,-0.20229245722293854,0.08984595537185669,-0.1459491103887558,0.06913530081510544,0.3161216080188751,0.00850505568087101,0.3041938245296478,-0.19806671142578125,0.01726604253053665,0.29423385858535767,0.11759637296199799,0.012301054783165455,-0.07494223117828369,-0.18911412358283997,0.13073144853115082,-0.0888473391532898,-0.04502621293067932,-0.05920322611927986,0.12486237287521362,-0.005696865264326334,-0.16297073662281036,0.04357168823480606,0.08234788477420807,0.21954801678657532,0.04144350439310074,-0.1267486959695816,-0.12452436238527298,-0.05164235085248947,-0.033150430768728256,0.15061840415000916,0.0943809524178505,0.04142656922340393,-0.1017824187874794,0.09357041865587234,0.04618915170431137,-0.14206284284591675,0.1681448370218277,0.17748650908470154,-0.12295093387365341,0.3528781235218048,0.2437850385904312,0.1612282693386078,-0.26613476872444153,0.253456175327301,0.05100122094154358,0.2063847780227661,0.17859961092472076,0.017607955262064934,0.4480862021446228,-0.1278991848230362,0.00773092033341527,0.04013624042272568,-0.01421565655618906,-0.15090800821781158,-0.2816165089607239,0.08814827352762222,-0.12216413766145706,0.05840766429901123,-0.20895187556743622,-0.05921425297856331,0.2830156087875366,0.05122099071741104,0.18911659717559814,-0.06300341337919235,0.40305718779563904,0.1780434548854828,0.001825582468882203,0.021599778905510902,0.23041561245918274,-0.04490814357995987,0.31625866889953613,-0.10869729518890381,-0.03345378860831261,0.11716687679290771,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
