CMDLINE /Users/gbaldonado/.pyenv/versions/3.10.12/bin/python3.10 tacit-app_social.py /Users/gbaldonado/Developer/ml-alma-taccti/ml-alma-taccti/data/to_be_tacited/batch_2 False mprof plot
MEM 0.726562 1722580672.5701
MEM 25.792969 1722580672.6753
MEM 42.082031 1722580672.7805
MEM 58.769531 1722580672.8856
MEM 65.761719 1722580672.9907
MEM 79.914062 1722580673.0958
MEM 90.332031 1722580673.2009
MEM 100.667969 1722580673.3060
MEM 107.828125 1722580673.4111
MEM 117.210938 1722580673.5139
MEM 124.769531 1722580673.6191
MEM 131.140625 1722580673.7242
MEM 138.175781 1722580673.8294
MEM 144.429688 1722580673.9306
MEM 148.121094 1722580674.0341
MEM 157.980469 1722580674.1393
MEM 172.718750 1722580674.2445
MEM 190.289062 1722580674.3473
MEM 206.015625 1722580674.4513
MEM 216.148438 1722580674.5565
MEM 229.238281 1722580674.6617
MEM 239.359375 1722580674.7640
MEM 256.343750 1722580674.8657
MEM 264.777344 1722580674.9669
MEM 281.105469 1722580675.0721
MEM 289.988281 1722580675.1773
MEM 300.386719 1722580675.2824
MEM 311.359375 1722580675.3876
MEM 316.894531 1722580675.4927
MEM 324.156250 1722580675.5979
MEM 330.046875 1722580675.7015
MEM 335.449219 1722580675.8067
MEM 339.250000 1722580675.9118
MEM 343.746094 1722580676.0170
MEM 348.304688 1722580676.1221
MEM 353.332031 1722580676.2273
MEM 361.113281 1722580676.3324
MEM 367.406250 1722580676.4376
MEM 378.480469 1722580676.5427
MEM 381.500000 1722580676.6479
MEM 383.730469 1722580676.7531
MEM 386.933594 1722580676.8583
MEM 389.214844 1722580676.9634
MEM 393.875000 1722580677.0687
MEM 396.046875 1722580677.1706
MEM 399.035156 1722580677.2757
MEM 400.988281 1722580677.3808
MEM 403.101562 1722580677.4858
MEM 405.500000 1722580677.5909
MEM 407.703125 1722580677.6960
MEM 411.746094 1722580677.8010
MEM 414.863281 1722580677.9062
MEM 418.738281 1722580678.0113
MEM 421.460938 1722580678.1163
MEM 424.312500 1722580678.2214
MEM 426.441406 1722580678.3264
MEM 428.980469 1722580678.4315
MEM 430.964844 1722580678.5366
MEM 433.015625 1722580678.6418
MEM 435.328125 1722580678.7470
MEM 437.492188 1722580678.8513
MEM 439.226562 1722580678.9565
MEM 441.121094 1722580679.0616
MEM 442.011719 1722580679.1642
MEM 444.449219 1722580679.2693
MEM 453.707031 1722580679.3744
MEM 479.078125 1722580679.4795
MEM 495.402344 1722580679.5809
MEM 504.277344 1722580679.6861
MEM 518.886719 1722580679.7912
MEM 527.085938 1722580679.8963
MEM 537.484375 1722580680.0015
MEM 543.628906 1722580680.1066
MEM 553.640625 1722580680.2118
MEM 563.269531 1722580680.3169
MEM 572.722656 1722580680.4189
MEM 579.468750 1722580680.5241
MEM 585.421875 1722580680.6293
MEM 594.621094 1722580680.7344
MEM 602.003906 1722580680.8394
MEM 609.996094 1722580680.9446
MEM 613.792969 1722580681.0498
MEM 623.156250 1722580681.1549
MEM 634.863281 1722580681.2601
MEM 651.500000 1722580681.3653
MEM 654.000000 1722580681.4705
MEM 656.996094 1722580681.5747
MEM 663.296875 1722580681.6799
MEM 682.890625 1722580681.7811
MEM 688.257812 1722580681.8863
MEM 693.738281 1722580681.9914
MEM 697.613281 1722580682.0966
MEM 701.410156 1722580682.1990
MEM 703.093750 1722580682.3042
MEM 729.531250 1722580682.4094
MEM 746.839844 1722580682.5146
MEM 775.347656 1722580682.6198
MEM 782.117188 1722580682.7250
MEM 796.144531 1722580682.8274
MEM 799.863281 1722580682.9302
MEM 800.519531 1722580683.0308
MEM 987.519531 1722580683.1361
MEM 1197.714844 1722580683.2415
MEM 1119.144531 1722580683.3467
MEM 1121.132812 1722580683.4480
MEM 1121.132812 1722580683.5532
MEM 1121.132812 1722580683.6535
MEM 1121.132812 1722580683.7587
MEM 1121.132812 1722580683.8635
MEM 1121.132812 1722580683.9646
MEM 1121.132812 1722580684.0699
MEM 1121.132812 1722580684.1734
MEM 1121.132812 1722580684.2785
MEM 1121.132812 1722580684.3838
MEM 1121.132812 1722580684.4860
MEM 1121.132812 1722580684.5894
MEM 1121.132812 1722580684.6907
MEM 1121.132812 1722580684.7946
MEM 1121.132812 1722580684.8988
MEM 1121.101562 1722580685.0041
MEM 1121.101562 1722580685.1091
MEM 1121.101562 1722580685.2143
MEM 1121.101562 1722580685.3147
MEM 1121.101562 1722580685.4199
MEM 1121.101562 1722580685.5226
MEM 1121.101562 1722580685.6278
MEM 1121.101562 1722580685.7304
MEM 1121.101562 1722580685.8356
MEM 1121.101562 1722580685.9387
MEM 1121.101562 1722580686.0401
MEM 1121.101562 1722580686.1427
MEM 1121.101562 1722580686.2479
MEM 1126.335938 1722580686.3482
MEM 1138.808594 1722580686.4534
MEM 1140.941406 1722580686.5573
MEM 1141.097656 1722580686.6626
MEM 1142.382812 1722580686.7677
MEM 1144.527344 1722580686.8720
MEM 1145.906250 1722580686.9771
MEM 1151.386719 1722580687.0800
MEM 1151.570312 1722580687.1852
MEM 1151.746094 1722580687.2880
MEM 1151.746094 1722580687.3894
MEM 1151.800781 1722580687.4946
MEM 1151.800781 1722580687.5982
MEM 1152.394531 1722580687.7034
MEM 1152.539062 1722580687.8053
MEM 1152.812500 1722580687.9105
MEM 1153.062500 1722580688.0134
MEM 1153.082031 1722580688.1186
MEM 1148.269531 1722580688.2238
MEM 1142.085938 1722580688.3290
MEM 1043.953125 1722580688.4342
MEM 1045.351562 1722580688.5388
MEM 1045.621094 1722580688.6440
MEM 792.355469 1722580688.7465
MEM 726.761719 1722580688.8521
MEM 729.500000 1722580688.9573
MEM 733.296875 1722580689.0587
MEM 736.562500 1722580689.1639
MEM 739.839844 1722580689.2682
MEM 742.492188 1722580689.3734
MEM 741.578125 1722580689.4780
MEM 744.824219 1722580689.5814
MEM 744.832031 1722580689.6830
MEM 772.328125 1722580689.7883
MEM 783.164062 1722580689.8923
MEM 792.070312 1722580689.9975
MEM 800.667969 1722580690.0988
MEM 805.035156 1722580690.2040
MEM 794.097656 1722580690.3043
MEM 813.785156 1722580690.4046
MEM 834.148438 1722580690.5098
MEM 851.546875 1722580690.6150
MEM 861.125000 1722580690.7195
MEM 876.933594 1722580690.8247
MEM 904.023438 1722580690.9299
MEM 927.042969 1722580691.0320
MEM 948.437500 1722580691.1372
MEM 973.558594 1722580691.2424
MEM 999.386719 1722580691.3467
MEM 1025.164062 1722580691.4519
MEM 1047.175781 1722580691.5521
MEM 1069.953125 1722580691.6573
MEM 1093.484375 1722580691.7624
MEM 1116.312500 1722580691.8641
MEM 1134.144531 1722580691.9656
MEM 1151.296875 1722580692.0673
MEM 1173.402344 1722580692.1677
MEM 1196.652344 1722580692.2729
MEM 1218.703125 1722580692.3780
MEM 1241.300781 1722580692.4831
MEM 1262.140625 1722580692.5883
MEM 1279.812500 1722580692.6885
MEM 1298.167969 1722580692.7887
MEM 1314.613281 1722580692.8938
MEM 1319.523438 1722580692.9990
MEM 1324.406250 1722580693.1041
MEM 1329.367188 1722580693.2092
MEM 1333.835938 1722580693.3129
MEM 1338.359375 1722580693.4160
MEM 1342.210938 1722580693.5174
MEM 1345.636719 1722580693.6226
MEM 1346.472656 1722580693.7254
MEM 1350.769531 1722580693.8307
MEM 1350.847656 1722580693.9359
MEM 1382.605469 1722580694.0398
MEM 1385.625000 1722580694.1450
MEM 1387.191406 1722580694.2501
MEM 1391.449219 1722580694.3552
MEM 1391.761719 1722580694.4554
MEM 1389.257812 1722580694.5606
MEM 1417.535156 1722580694.6608
MEM 1432.320312 1722580694.7621
MEM 1450.921875 1722580694.8673
MEM 1464.589844 1722580694.9725
MEM 1480.308594 1722580695.0731
MEM 1504.925781 1722580695.1777
MEM 1530.218750 1722580695.2828
MEM 1552.582031 1722580695.3881
MEM 1576.960938 1722580695.4932
MEM 1588.941406 1722580695.5982
MEM 1603.332031 1722580695.7019
MEM 1623.921875 1722580695.8071
MEM 1645.410156 1722580695.9123
MEM 1666.828125 1722580696.0136
MEM 1688.718750 1722580696.1188
MEM 1710.414062 1722580696.2240
MEM 1731.609375 1722580696.3292
MEM 1754.035156 1722580696.4344
MEM 1753.769531 1722580696.5396
MEM 1751.484375 1722580696.6448
MEM 1772.910156 1722580696.7499
MEM 1785.273438 1722580696.8511
MEM 1806.394531 1722580696.9515
MEM 1821.226562 1722580697.0567
MEM 1836.792969 1722580697.1619
MEM 1852.351562 1722580697.2670
MEM 1826.167969 1722580697.3722
MEM 1825.558594 1722580697.4730
MEM 1842.980469 1722580697.5782
MEM 1859.558594 1722580697.6834
MEM 1845.589844 1722580697.7857
MEM 1862.433594 1722580697.8873
MEM 1877.691406 1722580697.9925
MEM 1850.675781 1722580698.0977
MEM 1866.878906 1722580698.2029
MEM 1883.230469 1722580698.3061
MEM 1854.414062 1722580698.4064
MEM 1869.519531 1722580698.5116
MEM 1884.613281 1722580698.6156
MEM 1899.625000 1722580698.7208
MEM 1915.726562 1722580698.8260
MEM 1933.589844 1722580698.9312
MEM 1949.824219 1722580699.0323
MEM 1918.730469 1722580699.1375
MEM 1936.128906 1722580699.2427
MEM 1954.984375 1722580699.3479
MEM 1904.296875 1722580699.4531
MEM 1810.339844 1722580699.5576
MEM 1811.300781 1722580699.6628
MEM 1826.542969 1722580699.7679
MEM 1797.953125 1722580699.8731
MEM 1743.214844 1722580699.9736
MEM 1761.265625 1722580700.0788
MEM 1773.101562 1722580700.1841
MEM 1791.242188 1722580700.2893
MEM 1807.859375 1722580700.3945
MEM 1823.886719 1722580700.4947
MEM 1839.832031 1722580700.5998
MEM 1854.402344 1722580700.7051
MEM 1867.500000 1722580700.8103
MEM 1883.261719 1722580700.9155
MEM 1895.941406 1722580701.0208
MEM 1908.496094 1722580701.1260
MEM 1918.191406 1722580701.2312
MEM 1931.542969 1722580701.3365
MEM 1946.527344 1722580701.4370
MEM 1956.078125 1722580701.5422
MEM 1950.773438 1722580701.6474
MEM 1961.875000 1722580701.7488
MEM 1973.648438 1722580701.8540
MEM 1920.148438 1722580701.9585
MEM 1893.246094 1722580702.0637
MEM 1906.738281 1722580702.1658
MEM 1906.230469 1722580702.2661
MEM 1920.859375 1722580702.3694
MEM 1921.679688 1722580702.4746
MEM 1941.691406 1722580702.5783
MEM 1960.867188 1722580702.6834
MEM 1952.859375 1722580702.7887
MEM 1937.488281 1722580702.8906
MEM 1865.425781 1722580702.9938
MEM 1876.156250 1722580703.0990
MEM 1872.480469 1722580703.1992
MEM 1839.640625 1722580703.3048
MEM 1810.699219 1722580703.4084
MEM 1825.449219 1722580703.5121
MEM 1841.683594 1722580703.6159
MEM 1857.312500 1722580703.7211
MEM 1811.742188 1722580703.8263
MEM 1829.621094 1722580703.9315
MEM 1811.558594 1722580704.0360
MEM 1819.667969 1722580704.1395
MEM 1833.316406 1722580704.2448
MEM 1848.457031 1722580704.3500
MEM 1863.304688 1722580704.4529
MEM 1855.519531 1722580704.5581
MEM 1848.640625 1722580704.6633
MEM 1857.574219 1722580704.7685
MEM 1842.082031 1722580704.8736
MEM 1854.328125 1722580704.9789
MEM 1859.484375 1722580705.0841
MEM 1869.710938 1722580705.1844
MEM 1880.488281 1722580705.2854
MEM 1892.179688 1722580705.3906
MEM 1849.218750 1722580705.4959
MEM 1861.792969 1722580705.5994
MEM 1873.441406 1722580705.7046
MEM 1885.925781 1722580705.8098
MEM 1897.855469 1722580705.9114
MEM 1852.523438 1722580706.0160
MEM 1864.996094 1722580706.1196
MEM 1877.378906 1722580706.2199
MEM 1865.613281 1722580706.3202
MEM 1851.132812 1722580706.4255
MEM 1863.011719 1722580706.5307
MEM 1874.257812 1722580706.6359
MEM 1838.621094 1722580706.7411
MEM 1850.265625 1722580706.8464
MEM 1838.367188 1722580706.9516
MEM 1849.003906 1722580707.0530
MEM 1858.906250 1722580707.1582
MEM 1863.457031 1722580707.2634
MEM 1828.824219 1722580707.3686
MEM 1773.835938 1722580707.4738
MEM 1786.343750 1722580707.5777
MEM 1795.808594 1722580707.6829
MEM 1774.976562 1722580707.7844
MEM 1789.894531 1722580707.8851
MEM 1752.945312 1722580707.9903
MEM 1770.941406 1722580708.0955
MEM 1788.062500 1722580708.1976
MEM 1736.878906 1722580708.3028
MEM 1754.621094 1722580708.4080
MEM 1742.902344 1722580708.5120
MEM 1752.312500 1722580708.6172
MEM 1756.414062 1722580708.7214
MEM 1678.886719 1722580708.8267
